Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept
3020650,2349-9,Glucose [Presence] in Urine,Lab Test,Measurement,LOINC,Valid,Standard
3020722,15075-5,Glucose [Moles/volume] in Dialysis fluid,Lab Test,Measurement,LOINC,Valid,Standard
3020820,6747-0,Glucose [Presence] in Urine by Test strip --1 hour post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3020842,2800-1,Deprecated Glucose phosphate isomerase [Enzymatic activity/volume] in Serum,Lab Test,Measurement,LOINC,Invalid,Non-standard
3020869,14754-6,Glucose [Moles/volume] in Serum or Plasma --1 hour post 50 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3020909,12630-0,Glucose [Mass/volume] in Peritoneal dialysis fluid --1st specimen,Lab Test,Measurement,LOINC,Valid,Standard
3021033,6748-8,Glucose [Presence] in Urine by Test strip --1 hour post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3021232,1493-6,Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.05-0.15 U insulin/kg IV 12 hours fasting,Lab Test,Measurement,LOINC,Valid,Standard
3021258,25679-2,Glucose [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3021525,14760-3,Glucose [Moles/volume] in Capillary blood --2 hours post meal,Lab Test,Measurement,LOINC,Valid,Standard
3021580,26695-7,Glucose [Mass/volume] in Serum or Plasma --7th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3021635,6754-6,Glucose [Presence] in Urine by Test strip --30 minutes post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3021737,1521-4,Glucose [Mass/volume] in Serum or Plasma --2 hours post meal,Lab Test,Measurement,LOINC,Valid,Standard
3021752,16912-8,Glucose [Presence] in Urine --9th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3021797,2359-8,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/volume] in Serum,Lab Test,Measurement,LOINC,Valid,Standard
3021860,1542-0,Glucose [Mass/volume] in Serum or Plasma --5 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3021924,29330-8,Glucose [Mass/volume] in Serum or Plasma --4 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3022079,12652-4,Glucose [Mass/volume] in Serum or Plasma --2 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3022161,30252-1,Glucose [Moles/volume] in Serum or Plasma --3.3 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3022201,25672-7,Glucose [Moles/volume] in Serum or Plasma --4.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3022233,26538-9,Glucose [Presence] in Urine by Test strip --3.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3022268,1537-0,Glucose [Mass/volume] in Serum or Plasma --4 hours post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3022285,6760-3,Glucose [Mass/volume] in Serum or Plasma --6 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3022314,25667-7,Glucose [Mass/volume] in Urine --2 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3022548,2342-4,Glucose [Mass/volume] in Cerebral spinal fluid,Lab Test,Measurement,LOINC,Valid,Standard
3022574,9377-3,Glucose [Mass/volume] in Serum or Plasma --4.5 hours post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3022776,2437-2,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --post 50 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3022933,1543-8,Glucose [Mass/volume] in Serum or Plasma --5 minutes post 0.5 g/kg glucose IV,Lab Test,Measurement,LOINC,Valid,Standard
3023044,14748-8,Glucose [Moles/volume] in Peritoneal fluid,Lab Test,Measurement,LOINC,Valid,Standard
3023125,26544-7,Glucose [Mass/volume] in Serum or Plasma --6 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3023186,26539-7,Glucose [Mass/volume] in Serum or Plasma --45 minutes post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3023228,25673-5,Glucose [Moles/volume] in Serum or Plasma --45 minutes post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3023243,29331-6,Glucose [Mass/volume] in Serum or Plasma --5 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3023306,20440-4,Glucose [Mass/volume] in Serum or Plasma --1.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3023379,12624-3,Glucose [Mass/volume] in Serum or Plasma --12th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3023466,1544-6,Glucose [Mass/volume] in Serum or Plasma --6 hours post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3023544,18227-9,Glucose [Mass/time] in 6 hour Urine,Lab Test,Measurement,LOINC,Valid,Standard
3023572,2343-2,Glucose [Mass/volume] in Dialysis fluid,Lab Test,Measurement,LOINC,Valid,Standard
3023638,6753-8,Glucose [Presence] in Urine by Test strip --30 minutes post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3023677,2355-6,Glucose-6-Phosphatase [Enzymatic activity/mass] in Tissue,Lab Test,Measurement,LOINC,Valid,Standard
3023715,1561-0,Insulin [Mass/volume] in Serum or Plasma --1 hour post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3023758,25674-3,Glucose [Moles/volume] in Serum or Plasma --45 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3023776,29332-4,Glucose [Mass/volume] in Serum or Plasma --2.5 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3023828,16993-8,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --5.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3023961,16907-8,Glucose [Presence] in Urine --4th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3024007,16989-6,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --3.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3024047,13606-9,Glucose [Mass/volume] in Serum or Plasma --3 hours post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3024179,27940-6,Deprecated Insulin [Units/volume] in Serum or Plasma --1.5 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Invalid,Non-standard
3024540,1516-4,Glucose [Mass/volume] in Urine --2 hours post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3024583,12647-4,Glucose [Mass/volume] in Serum or Plasma --12 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3024629,5792-7,Glucose [Mass/volume] in Urine by Test strip,Lab Test,Measurement,LOINC,Valid,Standard
3024644,13607-7,Glucose [Mass/volume] in Serum or Plasma --4 hours post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3024665,16994-6,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3024762,17865-7,Glucose [Mass/volume] in Serum or Plasma --8 hours fasting,Lab Test,Measurement,LOINC,Valid,Standard
3024785,16908-6,Glucose [Presence] in Urine --5th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3025070,1517-2,Glucose [Mass/volume] in Serum or Plasma --2 hours post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3025113,12648-2,Glucose [Mass/volume] in Serum or Plasma --15 minutes post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3025136,1522-2,Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.5 g/kg glucose IV,Lab Test,Measurement,LOINC,Valid,Standard
3025181,12653-2,Glucose [Mass/volume] in Serum or Plasma --8 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3025211,10450-5,Glucose [Mass/volume] in Serum or Plasma --10 hours fasting,Lab Test,Measurement,LOINC,Valid,Standard
3025232,12646-6,Glucose [Mass/volume] in Serum or Plasma --1 hour post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3025335,30362-8,Insulin [Units/volume] in Serum or Plasma --30 minutes post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3025398,16914-4,Glucose [Mass/volume] in Serum or Plasma --post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3025505,13453-6,Deprecated Glucose mean value,Lab Test,Measurement,LOINC,Invalid,Non-standard
3025622,16909-4,Glucose [Presence] in Urine --6th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3025658,12649-0,Glucose [Mass/volume] in Serum or Plasma --6th specimen post dose lactose,Lab Test,Measurement,LOINC,Valid,Standard
3025673,1518-0,Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3025740,1523-0,Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.05-0.15 U insulin/kg IV post 12H CFst,Lab Test,Measurement,LOINC,Valid,Standard
3025791,16913-6,Fasting glucose [Presence] in Urine,Lab Test,Measurement,LOINC,Valid,Standard
3025866,20441-2,Glucose [Mass/volume] in Serum or Plasma --post 50 g glucose,Lab Test,Measurement,LOINC,Valid,Standard
3025876,10968-6,Glucose [Presence] in Urine by Test strip --4.5 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3025893,21307-4,Glucose [Mass/time] in 10 hour Urine,Lab Test,Measurement,LOINC,Valid,Standard
3026020,12654-0,Glucose [Mass/volume] in Serum or Plasma --10 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3026071,10449-7,Glucose [Mass/volume] in Serum or Plasma --1 hour post meal,Lab Test,Measurement,LOINC,Valid,Standard
3026145,27860-6,Insulin [Units/volume] in Serum or Plasma --2 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3026164,16985-4,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3026174,6883-3,Glucose.protein bound [Mass/volume] in Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3026300,20436-2,Glucose [Mass/volume] in Serum or Plasma --2 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3026536,16915-1,Glucose [Mass/volume] in Serum or Plasma --post meal,Lab Test,Measurement,LOINC,Valid,Standard
3026550,12655-7,Glucose [Mass/volume] in Serum or Plasma --20 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3026571,1524-8,Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.1 U/kg insulin,Lab Test,Measurement,LOINC,Valid,Standard
3026604,10832-4,Glucose [Mass/volume] in Serum or Plasma --15 minutes post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3026728,16165-3,Glucose [Mass/volume] in Serum or Plasma --10 AM specimen,Lab Test,Measurement,LOINC,Valid,Standard
3026825,16991-2,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --4.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3027145,1509-9,Glucose [Mass/volume] in Urine --1 hour post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3027198,20437-0,Glucose [Mass/volume] in Serum or Plasma --3 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3027276,21308-2,Glucose [Mass/volume] in Serum or Plasma --105 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3027457,1530-5,Glucose [Mass/volume] in Serum or Plasma --3 hours post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3027548,16986-2,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1 hour post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3027590,27861-4,Insulin [Units/volume] in Serum or Plasma --3 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3027756,1515-6,Deprecated Glucose [Mass/volume] in Serum or Plasma --2 hours post 100 g glucose PO,Lab Test,Measurement,LOINC,Invalid,Non-standard
3027936,1526-3,Glucose [Mass/volume] in Serum or Plasma --30 minutes post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3027980,12657-3,Glucose [Mass/volume] in Serum or Plasma --40 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3028014,16906-0,Glucose [Presence] in Urine --3rd specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3028097,16987-0,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --2.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3028112,21309-0,Glucose [Mass/volume] in Serum or Plasma --45 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3028203,16992-0,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --4 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3028247,20439-6,Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3028287,1532-1,Glucose [Mass/volume] in Urine --3 hours post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3028428,27862-2,Insulin [Units/volume] in Serum or Plasma --4 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3028607,11032-0,Glucose [Mass/volume] in Serum or Plasma --45 minutes post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3028674,16988-8,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --2 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3028827,43151-0,Glucose meter device panel,Clinical Observation,Measurement,LOINC,Valid,Standard
3028944,50215-3,Glucose [Mass/volume] in Serum or Plasma --5th specimen,Lab Test,Measurement,LOINC,Valid,Standard
3029014,50217-9,Glucose [Mass/volume] in Serum or Plasma --8th specimen,Lab Test,Measurement,LOINC,Valid,Standard
3029025,49926-9,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/mass] in Red Blood Cells by WHO method,Lab Test,Measurement,LOINC,Valid,Standard
3029102,42609-8,Glucose [Mass/volume] in Urine --6 hours post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3029133,42919-1,Insulin [Mass/volume] in Serum or Plasma --pre 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3029335,50587-5,Glucose tolerance 4 hours panel - Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3029462,34060-4,Glucose [Moles/volume] in Serum or Plasma --pre or post dose insulin,Lab Test,Measurement,LOINC,Valid,Standard
3029596,50589-1,Glucose tolerance 6 hours panel - Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3029645,50583-4,Glucose screen gestational panel - Urine and Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3029871,50751-7,Glucose [Mass/volume] in Serum or Plasma --15 minutes post 0.1 U/kg insulin,Lab Test,Measurement,LOINC,Valid,Standard
3030070,33024-1,Glucose [Mass/volume] in Serum or Plasma --30 minutes post 1.2 g/kg lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3030177,50667-5,Glucose tolerance [Interpretation] in Serum or Plasma Narrative,Lab Test,Measurement,LOINC,Valid,Standard
3030260,50555-2,Glucose [Presence] in Urine by Automated test strip,Lab Test,Measurement,LOINC,Valid,Standard
3030416,50213-8,Glucose [Mass/volume] in Serum or Plasma --3rd specimen,Lab Test,Measurement,LOINC,Valid,Standard
3030583,35211-2,Glucose [Mass or Moles/volume] in Serum or Plasma,Lab Test,Measurement,LOINC,Invalid,Non-standard
3030592,35212-0,Glucose [Mass or Moles/volume] in Urine,Lab Test,Measurement,LOINC,Invalid,Non-standard
3030618,33405-2,Glucose [Mass/volume] in Pericardial fluid,Lab Test,Measurement,LOINC,Valid,Standard
3030737,50588-3,Glucose tolerance 5 hours panel - Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3030745,51426-5,Glucose [Moles/volume] in Serum or Plasma --pre or post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3030753,50608-9,Glucose tolerance 3 hours gestational panel - Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3030783,50582-6,Glucose tolerance gestational panel - Urine and Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3030931,32820-3,Glucose [Mass/volume] in Serum or Plasma --45 minutes post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3030997,50586-7,Glucose tolerance 3 hours panel - Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3031105,42629-6,Glucose [Mass/volume] in Urine --4 hours post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3031266,41651-1,Glucose [Mass/volume] in Arterial blood,Lab Test,Measurement,LOINC,Valid,Standard
3031499,35184-1,Fasting glucose [Mass or Moles/volume] in Serum or Plasma,Lab Test,Measurement,LOINC,Invalid,Non-standard
3031581,41899-6,Glucose meter device Vendor serial number,Clinical Observation,Measurement,LOINC,Valid,Standard
3031651,42604-9,Glucose [Mass/volume] in Urine --3 hours post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3031681,41896-2,Type of Glucose meter device,Clinical Observation,Measurement,LOINC,Valid,Standard
3031928,50207-0,Glucose [Mass/volume] in Serum or Plasma --7th specimen,Lab Test,Measurement,LOINC,Valid,Standard
3031929,50218-7,Glucose [Mass/volume] in Serum or Plasma --9th specimen,Lab Test,Measurement,LOINC,Valid,Standard
3031932,49925-1,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/mass] in Red Blood Cells by Glock and McLean,Lab Test,Measurement,LOINC,Valid,Standard
3032122,42319-4,Glucose-6-Phosphate dehydrogenase phenotype [Interpretation] in Red Blood Cells,Lab Test,Measurement,LOINC,Valid,Standard
3032230,50216-1,Glucose [Mass/volume] in Serum or Plasma --6th specimen,Lab Test,Measurement,LOINC,Valid,Standard
3032276,42611-4,Glucose [Mass/volume] in Urine --1 hour post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3032451,49688-5,Glucose tolerance [Interpretation] in Serum or Plasma Narrative--post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3032547,41900-2,Glucose meter device Vendor software version,Clinical Observation,Measurement,LOINC,Valid,Standard
3032693,49502-8,Glucose-6-Phosphate dehydrogenase [Entitic Catalytic Activity] in Blood,Lab Test,Measurement,LOINC,Valid,Standard
3032719,50214-6,Glucose [Mass/volume] in Serum or Plasma --4th specimen,Lab Test,Measurement,LOINC,Valid,Standard
3032779,50212-0,Glucose [Mass/volume] in Serum or Plasma --2nd specimen,Lab Test,Measurement,LOINC,Valid,Standard
3032780,50208-8,Glucose [Mass/volume] in Serum or Plasma --10th specimen,Lab Test,Measurement,LOINC,Valid,Standard
3032809,42631-2,Glucose [Mass/volume] in Urine --5 hours post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3032986,50206-2,Glucose [Mass/volume] in Serum or Plasma --1st specimen,Lab Test,Measurement,LOINC,Valid,Standard
3032987,51419-0,Sodium [Moles/volume] corrected for glucose in Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3032988,49689-3,Glucose tolerance [Interpretation] in Serum or Plasma Narrative--post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3033312,13866-9,Glucose [Mass/volume] in Serum or Plasma --5 hours post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3033408,41652-9,Glucose [Mass/volume] in Venous blood,Lab Test,Measurement,LOINC,Valid,Standard
3033461,1564-4,Insulin [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3033462,27830-9,Insulin [Units/volume] in Serum or Plasma --1 hour post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3033544,1635-2,Somatotropin [Mass/volume] in Serum or Plasma --pre 1 g/kg glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3033618,12608-6,Glucose [Mass/volume] in Peritoneal dialysis fluid --2 hour dwell specimen,Lab Test,Measurement,LOINC,Valid,Standard
3033778,1492-8,Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.5 g/kg glucose IV,Lab Test,Measurement,LOINC,Valid,Standard
3033819,2358-0,Glucose-6-Phosphate dehydrogenase [Presence] in Serum,Lab Test,Measurement,LOINC,Valid,Standard
3034003,42613-0,Glucose [Mass/volume] in Urine --2 hours post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3034101,30251-3,Glucose [Moles/volume] in Serum or Plasma --2.6 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3034334,41897-0,Glucose meter device Vendor name,Clinical Observation,Measurement,LOINC,Valid,Standard
3034466,12609-4,Glucose [Mass/volume] in Peritoneal dialysis fluid --4 hour dwell specimen,Lab Test,Measurement,LOINC,Valid,Standard
3034530,6689-4,Glucose [Mass/volume] in Blood --2 hours post meal,Lab Test,Measurement,LOINC,Valid,Standard
3034771,11142-7,Glucose [Mass/volume] in Serum or Plasma --15 minutes post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3034962,41653-7,Glucose [Mass/volume] in Capillary blood by Glucometer,Lab Test,Measurement,LOINC,Valid,Standard
3035125,12615-1,Glucose [Mass/volume] in Serum or Plasma --1st specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3035214,35662-6,Glucose [Mass/volume] in Urine collected for unspecified duration,Lab Test,Measurement,LOINC,Valid,Standard
3035250,41604-0,Fasting glucose [Mass/volume] in Capillary blood by Glucometer,Lab Test,Measurement,LOINC,Valid,Standard
3035352,12616-9,Glucose [Mass/volume] in Serum or Plasma --2nd specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3035381,25916-8,Glucose [Moles/volume] in 24 hour Urine,Lab Test,Measurement,LOINC,Valid,Standard
3035415,14137-4,Glucose [Mass/volume] in Serum or Plasma --5.5 hours post 75 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3035729,14745-4,Glucose [Moles/volume] in Body fluid,Lab Test,Measurement,LOINC,Valid,Standard
3035759,12621-9,Glucose [Mass/volume] in Serum or Plasma --9th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3035858,12617-7,Glucose [Mass/volume] in Serum or Plasma --3rd specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3036257,14746-2,Glucose [Moles/volume] in Peritoneal dialysis fluid,Lab Test,Measurement,LOINC,Valid,Standard
3036283,12622-7,Glucose [Mass/volume] in Serum or Plasma --10th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3036375,14751-2,Glucose [Moles/volume] in Serum or Plasma --1.5 hours post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3036671,1556-0,Fasting glucose [Mass/volume] in Capillary blood,Lab Test,Measurement,LOINC,Valid,Standard
3036782,14747-0,Glucose [Moles/volume] in Pleural fluid,Lab Test,Measurement,LOINC,Valid,Standard
3036807,12623-5,Glucose [Mass/volume] in Serum or Plasma --11th specimen post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3036895,14752-0,Glucose [Moles/volume] in Serum or Plasma --1.5 hours post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3036954,1628-7,Somatotropin [Mass/volume] in Serum or Plasma --1 hour post 1 g/kg glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3037110,1558-6,Fasting glucose [Mass/volume] in Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard
3037187,1557-8,Fasting glucose [Mass/volume] in Venous blood,Lab Test,Measurement,LOINC,Valid,Standard
3037292,2356-4,Glucose-6-Phosphate dehydrogenase [Presence] in Red Blood Cells,Lab Test,Measurement,LOINC,Valid,Standard
3037432,14753-8,Glucose [Moles/volume] in Serum or Plasma --1 hour post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3037524,2357-2,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/volume] in Red Blood Cells,Lab Test,Measurement,LOINC,Valid,Standard
3037622,41898-8,Vendor device model code of Glucose meter,Lab Test,Measurement,LOINC,Valid,Standard
3037787,1491-0,Glucose [Mass/volume] in Urine --30 minutes post 100 g glucose PO,Lab Test,Measurement,LOINC,Valid,Standard
3037936,42615-5,Glucose [Mass/volume] in Urine --30 minutes post dose lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3038251,40177-8,Glucose [Moles/volume] in Serum or Plasma --12.5 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038257,40195-0,Glucose [Moles/volume] in Serum or Plasma --13 minutes pre XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038264,40187-7,Glucose [Moles/volume] in Serum or Plasma --20 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038314,53482-6,Glucose [Moles/volume] in Serum or Plasma --3 hours post dose betaxolol,Lab Test,Measurement,LOINC,Valid,Standard
3038316,53928-8,Glucose [Mass/volume] in Serum or Plasma --20 minutes post 50 g lactose PO,Lab Test,Measurement,LOINC,Valid,Standard
3038388,39563-2,Glucose [Mass/volume] in Serum or Plasma --3rd specimen post dose lactose,Lab Test,Measurement,LOINC,Valid,Standard
3038390,40180-2,Glucose [Moles/volume] in Serum or Plasma --14 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038395,40210-7,Glucose [Moles/volume] in Serum or Plasma --27 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038420,40199-2,Glucose [Moles/volume] in Serum or Plasma --3 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038422,40170-3,Glucose [Moles/volume] in Serum or Plasma --8.5 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038434,40148-9,Glucose [Moles/volume] in Serum or Plasma --pre XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038480,52041-1,Blood glucose monitor attachment,Clinical Observation,Observation,LOINC,Valid,Standard
3038515,39480-9,Glucose [Moles/volume] in Venous blood,Lab Test,Measurement,LOINC,Valid,Standard
3038525,40027-5,Glucose [Mass/volume] in Serum or Plasma --9 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038543,40015-0,Glucose [Mass/volume] in Serum or Plasma --17.5 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038549,40033-3,Glucose [Mass/volume] in Serum or Plasma --25 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038557,40167-9,Glucose [Moles/volume] in Serum or Plasma --7 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038565,40151-3,Glucose [Moles/volume] in Serum or Plasma --10 minutes pre XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038566,40286-7,Glucose [Moles/volume] in Serum or Plasma --105 minutes post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
3038570,40044-0,Glucose [Mass/volume] in Serum or Plasma --36 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038581,40155-4,Glucose [Moles/volume] in Serum or Plasma --15 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038621,53476-8,Glucose [Moles/volume] in Serum or Plasma --2 hours post dose betaxolol,Lab Test,Measurement,LOINC,Valid,Standard
3038672,40188-5,Glucose [Moles/volume] in Serum or Plasma --20.5 hours post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038687,40026-7,Glucose [Mass/volume] in Serum or Plasma --6 minutes post XXX challenge,Lab Test,Measurement,LOINC,Valid,Standard
3038727,40285-9,Glucose [Moles/volume] in Serum or Plasma --75 minutes post dose glucose,Lab Test,Measurement,LOINC,Valid,Standard
