Unnamed: 0,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,RC,DRC,PC,DPC,Domain,Vocabulary,Ancestors
,4233279,358227002,Continuous ambulatory peritoneal dialysis solution,Pharma/Biol Product,Standard,01/30/2002,12/30/2099,0,0,0,0,Device,SNOMED,
,4050867,233589006,Continuous arteriovenous hemodiafiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4051328,233579007,Continuous arteriovenous hemodialysis,Procedure,Standard,01/30/2002,12/30/2099,100,"19,535",0,0,Procedure,SNOMED,
,4049844,233584001,Continuous arteriovenous hemofiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4031315,238319001,Continuous cycling peritoneal dialysis,Procedure,Standard,01/30/2002,12/30/2099,100,100,0,0,Procedure,SNOMED,
,45879983,LA17815-4,Continuous cycling peritoneal dialysis (CCPD),Answer,Standard,12/31/1969,12/30/2099,0,0,0,0,Meas Value,LOINC,
,762481,419011000124105,Continuous cycling peritoneal dialysis education,Procedure,Standard,02/29/2012,12/30/2099,0,0,0,0,Observation,SNOMED,
,4050866,233588003,Continuous hemodiafiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4050863,233578004,Continuous hemodialysis,Procedure,Standard,01/30/2002,12/30/2099,100,"19,635",0,0,Procedure,SNOMED,
,4229311,358241006,Continuous hemodialysis solution,Pharma/Biol Product,Standard,01/30/2002,12/30/2099,0,0,0,0,Device,SNOMED,
,4052537,233583007,Continuous hemofiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,37018292,714749008,Continuous renal replacement therapy,Procedure,Standard,01/30/2016,12/30/2099,"1,621","21,256",0,0,Procedure,SNOMED,
,1989465,99707-2,Continuous renal replacement therapy panel,Clinical Observation,Standard,02/15/2022,12/30/2099,0,"1,353",0,0,Measurement,LOINC,
,4049846,233590002,Continuous venovenous hemodiafiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4051329,233580005,Continuous venovenous hemodialysis,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,4051330,233585000,Continuous venovenous hemofiltration,Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Procedure,SNOMED,
,37058813,LP388270-3,Copper | Dialysis fluid | Drug toxicology,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,40760464,57347-7,Copper [Mass/volume] in Dialysis fluid,Lab Test,Standard,10/05/2009,12/30/2099,0,0,0,0,Measurement,LOINC,
,4218387,39847004,Copper measurement,Procedure,Standard,01/30/2002,12/30/2099,"57,218","290,777",0,0,Measurement,SNOMED,
,1001968,93728-4,Copper [Moles/volume] in Dialysis fluid,Lab Test,Standard,12/12/2019,12/30/2099,0,0,0,0,Measurement,LOINC,
,1002567,LG50941-0,Copper|Moment in time|Dialysis fluid|63.546 g/mole,LOINC Group,Classification,12/12/2019,12/30/2099,0,0,0,0,Measurement,LOINC,
,42870434,71496-4,Corporate organization code Dialysis facility [ESRD],Survey,Standard,04/30/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,3965042,101319-2,Cortisol and Cortisone panel - 24 hour Urine,Lab Test,Standard,08/14/2023,12/30/2099,0,"740,892",0,0,Measurement,LOINC,
,3032107,43126-2,Cortisol.free panel - 24 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,400,"1,781,454",0,0,Measurement,LOINC,
,37033324,LP382926-6,Creatine kinase | Dialysis fluid | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,200,0,0,Measurement,LOINC,
,3040014,53433-9,Creatine kinase [Enzymatic activity/volume] in Dialysis fluid,Lab Test,Standard,07/07/2008,12/30/2099,200,200,0,0,Measurement,LOINC,
,4265595,397798009,Creatine kinase measurement,Procedure,Standard,07/30/2003,12/30/2099,"7,656,081","232,173,531",0,0,Measurement,SNOMED,
,3015160,2148-5,Creatine [Mass/volume] in Serum or Plasma,Lab Test,Standard,12/31/1969,12/30/2099,"27,006","27,006",0,0,Measurement,LOINC,
,3006442,15045-8,Creatine [Moles/volume] in Serum or Plasma,Lab Test,Standard,12/31/1969,12/30/2099,"2,616","2,616",0,0,Measurement,LOINC,
,1023124,LP307402-0,Creatinine^12H post peritoneal dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40654676,LG50017-9,Creatinine|24 hours|Peritoneal dialysis fluid|113.12 g/mole,LOINC Group,Classification,06/14/2018,12/30/2099,0,200,0,0,Measurement,LOINC,
,40654677,LG50026-0,Creatinine|24 hours|Urine|113.12 g/mole,LOINC Group,Classification,06/14/2018,12/30/2099,0,"121,895",0,0,Measurement,LOINC,
,1023126,LP307404-6,Creatinine^24H post peritoneal dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40761547,58446-6,Creatinine 24H renal clearance adjusted for body surface area panel,Lab Test,Standard,12/31/1969,12/30/2099,208,"971,844,822",0,0,Measurement,LOINC,
,3044031,34555-3,Creatinine 24H renal clearance panel,Lab Test,Standard,12/31/1969,12/30/2099,"11,991","388,007,481",0,0,Measurement,LOINC,
,37079879,LG50784-4,Creatinine^2H dwell specimen|Moment in time|Peritoneal dialysis fluid,LOINC Group,Classification,06/20/2019,12/30/2099,0,0,0,0,Measurement,LOINC,
,1023129,LP307407-9,Creatinine^2H post peritoneal dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,37079894,LG50760-4,Creatinine^4H dwell specimen|Moment in time|Peritoneal dialysis fluid,LOINC Group,Classification,06/20/2019,12/30/2099,0,0,0,0,Measurement,LOINC,
,1023133,LP307411-1,Creatinine^4H post peritoneal dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,3045262,45066-8,"Creatinine and Glomerular filtration rate.predicted panel - Serum, Plasma or Blood",Lab Test,Standard,04/17/2006,12/30/2099,"514,525","414,114,691",0,0,Measurement,LOINC,
,42869901,70957-6,Creatinine clearance corrected for body surface area using standard methods [ESRD],Survey,Standard,03/13/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,1618101,LP427761-4,Creatinine dial fld/Creatinine ser_plas | Dialysis fluid + Serum or Plasma | Chemistry - non-challenge,LOINC Hierarchy,Classification,08/22/2021,12/30/2099,0,0,0,0,Measurement,LOINC,
,37078165,LP385354-8,Creatinine | Dialysis fluid | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,853,0,0,Measurement,LOINC,
,3006563,13451-0,Creatinine dialysis fluid clearance,Lab Test,Standard,12/31/1969,12/30/2099,"7,023","7,023",0,0,Measurement,LOINC,
,37033498,LP71062-1,Creatinine dialysis fluid clearance,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,3032462,50379-7,Creatinine dialysis fluid clearance/1.73 sq M,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37057759,LP285829-0,Creatinine dialysis fluid clearance/1.73 sq M,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,37032510,LP385379-5,Creatinine dialysis fluid clearance/1.73 sq M | Dialysis fluid + Serum or Plasma | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37057541,LP385371-2,Creatinine dialysis fluid clearance | Dialysis fluid + Serum or Plasma | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37049267,LP387177-1,Creatinine | Dialysis fluid peritoneal | Chemistry - challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37036570,LP385355-5,Creatinine | Dialysis fluid peritoneal | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,200,0,0,Measurement,LOINC,
,1029787,LP69228-2,Creatinine in dialysis fluid,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,3043954,39802-4,Creatinine in dialysis fluid/Creatinine in serum or plasma,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3007081,20511-2,Creatinine [Interpretation] in Urine,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,40652870,LG6657-3,"Creatinine|Mass Concentration|Moment in time|Blood, Serum or Plasma",LOINC Group,Classification,06/14/2018,12/30/2099,0,"150,871,558",0,0,Measurement,LOINC,
,40656057,LG35227-4,Creatinine|Mass Concentration|Urine,LOINC Group,Classification,06/14/2018,12/30/2099,0,"16,365,387",0,0,Measurement,LOINC,
,3032932,35262-5,Creatinine [Mass or Moles] in 24 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,"1,881","1,881",0,0,Measurement,LOINC,
,43055681,72821-2,Creatinine [Mass/time] by Calculated in Urine collected for unspecified duration,Lab Test,Standard,12/09/2012,12/30/2099,"1,629","1,629",0,0,Measurement,LOINC,
,3021126,12589-8,Creatinine [Mass/time] in 12 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,"1,723","1,723",0,0,Measurement,LOINC,
,40762091,58998-6,Creatinine [Mass/time] in 18 hour Urine,Lab Test,Standard,03/08/2010,12/30/2099,0,0,0,0,Measurement,LOINC,
,3004239,2162-6,Creatinine [Mass/time] in 24 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,"939,926","939,926",0,0,Measurement,LOINC,
,3027362,12585-6,Creatinine [Mass/time] in 2 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,200,200,0,0,Measurement,LOINC,
,3010529,16689-2,Creatinine [Mass/time] in 48 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3013280,12586-4,Creatinine [Mass/time] in 4 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,200,200,0,0,Measurement,LOINC,
,1002338,93733-4,Creatinine [Mass/time] in 5 hour Urine,Lab Test,Standard,12/12/2019,12/30/2099,0,0,0,0,Measurement,LOINC,
,3011002,12587-2,Creatinine [Mass/time] in 6 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3027111,16690-0,Creatinine [Mass/time] in 72 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3014699,12588-0,Creatinine [Mass/time] in 8 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,200,200,0,0,Measurement,LOINC,
,3049517,48790-0,Creatinine [Mass/time] in unspecified time Peritoneal dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,40760463,57346-9,Creatinine [Mass/volume] in 12 hour Urine,Lab Test,Standard,10/05/2009,12/30/2099,356,356,0,0,Measurement,LOINC,
,40760837,57726-2,Creatinine [Mass/volume] in 24 hour Peritoneal dialysis fluid,Lab Test,Standard,10/28/2009,12/30/2099,200,200,0,0,Measurement,LOINC,
,3001349,20624-3,Creatinine [Mass/volume] in 24 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,"112,780","112,780",0,0,Measurement,LOINC,
,40760461,57344-4,Creatinine [Mass/volume] in 2 hour Urine,Lab Test,Standard,10/05/2009,12/30/2099,0,0,0,0,Measurement,LOINC,
,3007760,21232-4,Creatinine [Mass/volume] in Arterial blood,Lab Test,Standard,12/31/1969,12/30/2099,"21,655","21,655",0,0,Measurement,LOINC,
,3051825,38483-4,Creatinine [Mass/volume] in Blood,Lab Test,Standard,10/19/2004,12/30/2099,"240,733","240,733",0,0,Measurement,LOINC,
,3022673,5919-6,Creatinine [Mass/volume] in Dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,853,853,0,0,Measurement,LOINC,
,3048925,49004-5,Creatinine [Mass/volume] in Peritoneal dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3024742,12576-5,Creatinine [Mass/volume] in Peritoneal dialysis fluid --1st specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3028031,12574-0,Creatinine [Mass/volume] in Peritoneal dialysis fluid --24 hour specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3007795,12572-4,Creatinine [Mass/volume] in Peritoneal dialysis fluid --2 hour dwell specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3025645,12577-3,Creatinine [Mass/volume] in Peritoneal dialysis fluid --2nd specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3012179,12578-1,Creatinine [Mass/volume] in Peritoneal dialysis fluid --3rd specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3006701,12573-2,Creatinine [Mass/volume] in Peritoneal dialysis fluid --4 hour dwell specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3026387,12579-9,Creatinine [Mass/volume] in Peritoneal dialysis fluid --4th specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3022016,12580-7,Creatinine [Mass/volume] in Peritoneal dialysis fluid --5th specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3025813,12581-5,Creatinine [Mass/volume] in Peritoneal dialysis fluid --6th specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3025715,12582-3,Creatinine [Mass/volume] in Peritoneal dialysis fluid --7th specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3026249,12583-1,Creatinine [Mass/volume] in Peritoneal dialysis fluid --8th specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3024275,12575-7,Creatinine [Mass/volume] in Peritoneal dialysis fluid --baseline,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,40760462,57345-1,Creatinine [Mass/volume] in Peritoneal dialysis fluid --overnight,Lab Test,Standard,10/05/2009,12/30/2099,0,0,0,0,Measurement,LOINC,
,3016647,12191-3,Creatinine [Mass/volume] in Peritoneal fluid,Lab Test,Standard,12/31/1969,12/30/2099,"11,948","11,948",0,0,Measurement,LOINC,
,3006181,12194-7,Creatinine [Mass/volume] in Peritoneal fluid --12 hours post peritoneal dialysis,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3053284,48626-6,Creatinine [Mass/volume] in Peritoneal fluid --24 hours post peritoneal dialysis,Lab Test,Standard,03/15/2007,12/30/2099,200,200,0,0,Measurement,LOINC,
,3004171,12192-1,Creatinine [Mass/volume] in Peritoneal fluid --2 hours post peritoneal dialysis,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3007349,12193-9,Creatinine [Mass/volume] in Peritoneal fluid --4 hours post peritoneal dialysis,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3048276,48630-8,Creatinine [Mass/volume] in Peritoneal fluid --pre dialysis,Lab Test,Standard,03/15/2007,12/30/2099,0,0,0,0,Measurement,LOINC,
,3016723,2160-0,Creatinine [Mass/volume] in Serum or Plasma,Lab Test,Standard,12/31/1969,12/30/2099,"150,609,170","150,609,170",0,0,Measurement,LOINC,
,3019397,16188-5,Creatinine [Mass/volume] in Serum or Plasma --2 hour specimen,Lab Test,Standard,06/03/1998,12/30/2099,200,200,0,0,Measurement,LOINC,
,3035090,16189-3,Creatinine [Mass/volume] in Serum or Plasma --4 hour specimen,Lab Test,Standard,06/03/1998,12/30/2099,0,0,0,0,Measurement,LOINC,
,3018968,11041-1,Creatinine [Mass/volume] in Serum or Plasma --post dialysis,Lab Test,Standard,12/31/1969,12/30/2099,400,400,0,0,Measurement,LOINC,
,43055236,72271-0,Creatinine [Mass/volume] in Serum or Plasma --pre contrast,Lab Test,Standard,09/04/2012,12/30/2099,0,0,0,0,Measurement,LOINC,
,3022243,11042-9,Creatinine [Mass/volume] in Serum or Plasma --pre dialysis,Lab Test,Standard,12/31/1969,12/30/2099,200,200,0,0,Measurement,LOINC,
,3017250,2161-8,Creatinine [Mass/volume] in Urine,Lab Test,Standard,12/31/1969,12/30/2099,"15,988,808","15,988,808",0,0,Measurement,LOINC,
,3003447,30004-6,Creatinine [Mass/volume] in Urine by Test strip,Lab Test,Standard,12/31/1969,12/30/2099,"14,445","14,445",0,0,Measurement,LOINC,
,3037052,35674-1,Creatinine [Mass/volume] in Urine collected for unspecified duration,Lab Test,Standard,12/31/1969,12/30/2099,"248,998","248,998",0,0,Measurement,LOINC,
,3045369,44784-7,Creatinine [Mass/volume] (Maximum value during study) in Serum or Plasma,Lab Test,Standard,03/16/2006,12/30/2099,100,100,0,0,Measurement,LOINC,
,4324383,70901006,Creatinine measurement,Procedure,Standard,01/30/2002,12/30/2099,"100,617,644","763,625,679",0,0,Measurement,SNOMED,
,4276116,36793009,"Creatinine measurement, 12 hour urine",Procedure,Standard,01/30/2002,12/30/2099,0,0,0,0,Measurement,SNOMED,
,4230629,8879006,"Creatinine measurement, 24 hour urine",Procedure,Standard,01/30/2002,12/30/2099,"427,187","427,187",0,0,Measurement,SNOMED,
,4155367,269924007,"Creatinine measurement, body fluid",Procedure,Standard,01/30/2002,12/30/2099,"910,602","31,366,531",0,0,Measurement,SNOMED,
,4013964,113075003,"Creatinine measurement, serum",Procedure,Standard,01/30/2002,12/30/2099,"39,325,305","39,325,305",0,0,Measurement,SNOMED,
,4150621,271260009,"Creatinine measurement, urine",Procedure,Standard,01/30/2002,12/30/2099,"12,062,180","30,431,889",0,0,Measurement,SNOMED,
,3015872,32543-1,Creatinine [Molar amount] in Urine collected for unspecified duration,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37162432,11921000237100,Creatinine molar concentration in dialysis fluid,Observable Entity,Standard,06/06/2023,12/30/2099,0,0,0,0,Measurement,SNOMED,
,3042112,51592-4,Creatinine [Moles/time] in 12 hour Urine,Lab Test,Standard,12/11/2007,12/30/2099,0,0,0,0,Measurement,LOINC,
,3040510,53120-2,Creatinine [Moles/time] in 1 hour Urine,Lab Test,Standard,05/05/2008,12/30/2099,0,0,0,0,Measurement,LOINC,
,3042571,40356-8,Creatinine [Moles/time] in 24 hour Dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3014724,14684-5,Creatinine [Moles/time] in 24 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,"60,847","60,847",0,0,Measurement,LOINC,
,3045443,33798-0,Creatinine [Moles/time] in 2 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,1002191,93734-2,Creatinine [Moles/time] in 5 hour Urine,Lab Test,Standard,12/12/2019,12/30/2099,0,0,0,0,Measurement,LOINC,
,1988208,99384-0,Creatinine [Moles/time] in 6 hour Urine,Lab Test,Standard,02/15/2022,12/30/2099,0,0,0,0,Measurement,LOINC,
,3040006,53499-0,Creatinine [Moles/volume] in 12 hour Urine,Lab Test,Standard,07/07/2008,12/30/2099,0,0,0,0,Measurement,LOINC,
,3041197,39472-6,Creatinine [Moles/volume] in 24 hour Dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3041045,39471-8,Creatinine [Moles/volume] in 24 hour Peritoneal dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3013539,25886-3,Creatinine [Moles/volume] in 24 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,"9,115","9,115",0,0,Measurement,LOINC,
,1002441,93735-9,Creatinine [Moles/volume] in 5 hour Urine,Lab Test,Standard,12/12/2019,12/30/2099,0,0,0,0,Measurement,LOINC,
,3041339,39473-4,Creatinine [Moles/volume] in 72 hour Urine,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,40762887,59826-8,Creatinine [Moles/volume] in Blood,Lab Test,Standard,04/29/2010,12/30/2099,"6,783,292","6,783,292",0,0,Measurement,LOINC,
,3007196,15051-6,Creatinine [Moles/volume] in Dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,1616777,97777-7,Creatinine [Moles/volume] in Dialysis fluid --1 hour specimen,Lab Test,Standard,08/22/2021,12/30/2099,0,0,0,0,Measurement,LOINC,
,3045558,46086-5,Creatinine [Moles/volume] in Dialysis fluid --2 hour specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3050975,46219-2,Creatinine [Moles/volume] in Dialysis fluid --4 hour specimen,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3052562,46220-0,Creatinine [Moles/volume] in Dialysis fluid --overnight,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3037441,14681-1,Creatinine [Moles/volume] in Peritoneal dialysis fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,21491015,78532-9,Creatinine [Moles/volume] in Peritoneal dialysis fluid --2 hour dwell specimen,Lab Test,Standard,06/23/2016,12/30/2099,0,0,0,0,Measurement,LOINC,
,21491016,78533-7,Creatinine [Moles/volume] in Peritoneal dialysis fluid --4 hour dwell specimen,Lab Test,Standard,06/23/2016,12/30/2099,0,0,0,0,Measurement,LOINC,
,21492443,79263-0,Creatinine [Moles/volume] in Peritoneal dialysis fluid --overnight dwell,Lab Test,Standard,06/23/2016,12/30/2099,0,0,0,0,Measurement,LOINC,
,3038385,39474-2,Creatinine [Moles/volume] in Peritoneal fluid,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,3020564,14682-9,Creatinine [Moles/volume] in Serum or Plasma,Lab Test,Standard,01/15/1998,12/30/2099,"4,152,525","4,152,525",0,0,Measurement,LOINC,
,3040209,51620-3,Creatinine [Moles/volume] in Serum or Plasma --post dialysis,Lab Test,Standard,12/11/2007,12/30/2099,0,0,0,0,Measurement,LOINC,
,3040495,51619-5,Creatinine [Moles/volume] in Serum or Plasma --pre dialysis,Lab Test,Standard,12/11/2007,12/30/2099,0,0,0,0,Measurement,LOINC,
,46235076,77140-2,"Creatinine [Moles/volume] in Serum, Plasma or Blood",Lab Test,Standard,05/07/2015,12/30/2099,"2,012","2,012",0,0,Measurement,LOINC,
,3009508,14683-7,Creatinine [Moles/volume] in Urine,Lab Test,Standard,12/31/1969,12/30/2099,"529,115","529,115",0,0,Measurement,LOINC,
,3019491,30002-0,Creatinine [Moles/volume] in Urine by Test strip,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,40758722,55593-8,Creatinine [Moles/volume] in Urine collected for unspecified duration,Lab Test,Standard,05/12/2009,12/30/2099,"8,050","8,050",0,0,Measurement,LOINC,
,40654682,LG50023-7,Creatinine|Moment in time|Dialysis fluid|113.12 g/mole,LOINC Group,Classification,06/14/2018,12/30/2099,0,853,0,0,Measurement,LOINC,
,40654681,LG50013-8,Creatinine|Moment in time|Peritoneal dialysis fluid|113.12 g/mole,LOINC Group,Classification,06/14/2018,12/30/2099,0,0,0,0,Measurement,LOINC,
,40654685,LG50024-5,Creatinine|Moment in time|Serum or Plasma|113.12 g/mole,LOINC Group,Classification,06/14/2018,12/30/2099,0,"154,761,695",0,0,Measurement,LOINC,
,37061590,LP71055-5,Creatinine peritoneal dialysis clearance,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,3050399,48788-4,Creatinine peritoneal dialysis clearance,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37037726,LP285830-8,Creatinine peritoneal dialysis clearance/1.73 sq M,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,3048579,48789-2,Creatinine peritoneal dialysis clearance/1.73 sq M,Lab Test,Standard,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37026446,LP385380-3,Creatinine peritoneal dialysis clearance/1.73 sq M | Dialysis fluid peritoneal + Serum or Plasma | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37076484,LP385372-0,Creatinine peritoneal dialysis clearance | Dialysis fluid peritoneal + Serum or Plasma | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,0,0,0,Measurement,LOINC,
,37036611,LP385357-1,Creatinine | Peritoneal fluid | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,"12,148",0,0,Measurement,LOINC,
,1023141,LP307419-4,Creatinine^post dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,37079908,LG50614-3,Creatinine^post dialysis|Moment in time|Serum or Plasma,LOINC Group,Classification,06/20/2019,12/30/2099,0,400,0,0,Measurement,LOINC,
,1023143,LP307421-0,Creatinine^pre dialysis,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,37079909,LG50789-3,Creatinine^pre dialysis|Moment in time|Serum or Plasma,LOINC Group,Classification,06/20/2019,12/30/2099,0,200,0,0,Measurement,LOINC,
,4090317,251872006,Creatinine reduction ratio,Observable Entity,Standard,01/30/2002,12/30/2099,0,0,0,0,Measurement,SNOMED,
,37029387,LP385359-7,Creatinine | Serum or Plasma | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,"156,209,613",0,0,Measurement,LOINC,
,37069099,LP385363-9,Creatinine | Urine | Chemistry - non-challenge,LOINC Hierarchy,Classification,12/31/1969,12/30/2099,0,"18,134,081",0,0,Measurement,LOINC,
,4325420,71382001,Creation of cutaneoperitoneal fistula,Procedure,Standard,01/30/2002,12/30/2099,"116,195","116,195",0,0,Procedure,SNOMED,
,4050409,233471007,Creation of external arteriovenous shunt,Procedure,Standard,01/30/2002,12/30/2099,0,"10,662",0,0,Procedure,SNOMED,
,4140007,426340003,Creation of graft fistula for dialysis,Procedure,Standard,07/30/2007,12/30/2099,"8,983","8,983",0,0,Procedure,SNOMED,
,4135226,31619003,Culture of dialysis fluid,Procedure,Standard,01/30/2002,12/30/2099,"3,565","3,565",0,0,Measurement,SNOMED,
,1009934,LP135303-8,Current dialysis treatment site,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,40770925,68334-2,Current dialysis treatment site,Survey,Standard,09/12/2011,12/30/2099,0,0,0,0,Observation,LOINC,
,3031683,43124-7,Cystine panel - Urine,Lab Test,Standard,12/31/1969,12/30/2099,0,"17,700,781",0,0,Measurement,LOINC,
,4179922,50820005,Cytopenia,Clinical Finding,Standard,01/30/2002,12/30/2099,"2,033","333,188,830",0,0,Condition,SNOMED,
,42870443,71505-2,Date changed ownership Dialysis facility [ESRD],Survey,Standard,04/30/2012,12/30/2099,0,0,0,0,Observation,LOINC,
,1011886,LP156331-3,Date change of dialysis access type,LOINC Component,Non-Standard,12/31/1969,12/30/2099,0,0,0,0,Observation,LOINC,
,42869809,72054-0,Date change of dialysis access type [ESRD],Survey,Standard,06/06/2012,12/30/2099,0,0,0,0,Observation,LOINC,
