"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","PC","DPC","Domain","Vocabulary","Count"
"","4009719","102932008","Fear of hypertension","Clinical Finding","Standard","45,263","45,263","0","0","Condition","SNOMED","1"
"","42627993","87483","Infectious agent detection by nucleic acid (DNA or RNA); central nervous system pathogen (eg, Neisseria meningitidis, Streptococcus pneumoniae, Listeria, Haemophilus influenzae, E. coli, Streptococcus agalactiae, enterovirus, human parechovirus, herpes si","CPT4","Standard","44,668","44,668","0","0","Measurement","CPT4","1"
"","4024614","225343006","Assessment of needs","Procedure","Standard","42,463","44,657","0","0","Procedure","SNOMED","1"
"","4233424","359617009","Acute right-sided heart failure","Disorder","Standard","42,806","44,500","0","0","Condition","SNOMED","1"
"","2106811","32655","Thoracoscopy, surgical; with resection-plication of bullae, includes any pleural procedure when performed","CPT4","Standard","44,226","44,226","0","0","Procedure","CPT4","1"
"","254266","80003002","Tuberculous pneumonia","Disorder","Standard","43,820","43,820","0","0","Condition","SNOMED","2"
"","4194404","395098000","Disorder confirmed","Context-dependent","Standard","2,008","43,778","0","0","Condition","SNOMED","1"
"","43531593","921000119109","Vaccine declined by parent","Context-dependent","Standard","43,616","43,616","0","0","Observation","SNOMED","1"
"","44788943","196731000000103","Speech assessment","Procedure","Standard","0","43,367","0","0","Procedure","SNOMED","1"
"","44788961","199301000000100","Did not attend diabetic retinopathy clinic","Clinical Finding","Standard","43,308","43,308","0","0","Observation","SNOMED","1"
"","4167358","48146000","Diastolic hypertension","Disorder","Standard","40,792","43,244","0","0","Condition","SNOMED","2"
"","252942","233691007","Asthmatic pulmonary eosinophilia","Disorder","Standard","42,923","42,923","0","0","Condition","SNOMED","2"
"","44791939","305371000000101","Pulmonary rehabilitation declined","Context-dependent","Standard","42,508","42,508","0","0","Observation","SNOMED","1"
"","44788279","166251000000100","Alcohol misuse enhanced services administration","Procedure","Standard","42,367","42,367","0","0","Observation","SNOMED","1"
"","4194289","312453004","Asthma - currently active","Clinical Finding","Standard","41,684","41,684","0","0","Condition","SNOMED","1"
"","4125658","234517008","Pulmonary transfusion reaction","Disorder","Standard","200","41,652","0","0","Condition","SNOMED","1"
"","4046882","134391005","Statin not indicated","Context-dependent","Standard","41,339","41,339","0","0","Observation","SNOMED","1"
"","44793004","373681000000104","Complex wound care enhanced services administration","Procedure","Standard","40,560","40,560","0","0","Observation","SNOMED","1"
"","4116488","301000005","Left lower zone pneumonia","Disorder","Standard","39,829","39,829","0","0","Condition","SNOMED","1"
"","36204286","86130-2","Streptococcus pneumoniae Danish serotype 5 IgG Ab [Mass/volume] in Serum","Lab Test","Standard","39,780","39,780","0","0","Measurement","LOINC","1"
"","42742438","4144F","Alternative long-term control medication prescribed (Asthma)","CPT4","Standard","39,577","39,577","0","0","Observation","CPT4","2"
"","4185328","413946009","Date treatment started","Observable Entity","Standard","0","39,131","0","0","Observation","SNOMED","1"
"","4055651","196190001","Chronic pulmonary insufficiency following surgery","Disorder","Standard","39,029","39,029","0","0","Condition","SNOMED","1"
"","46270318","16311000119108","Pneumonia due to influenza","Disorder","Standard","338","38,945","0","0","Condition","SNOMED","1"
"","44802794","505281000000106","Referral to National Health Service stop smoking service","Procedure","Standard","38,919","38,919","0","0","Observation","SNOMED","1"
"","44788294","166391000000100","Quality information preparation enhanced services administration","Procedure","Standard","38,435","38,435","0","0","Observation","SNOMED","2"
"","36676238","772839003","Pneumonia caused by Influenza A virus","Disorder","Standard","0","37,926","0","0","Condition","SNOMED","2"
"","46270121","142931000119100","Pneumonia due to H1N1 influenza","Disorder","Standard","37,926","37,926","0","0","Condition","SNOMED","2"
"","4269184","401202005","DNA - Did not attend mental health appointment","Clinical Finding","Standard","13,589","37,548","0","0","Observation","SNOMED","1"
"","4087070","243865006","Allergic disorder monitoring status","Clinical Finding","Standard","35,240","37,172","0","0","Observation","SNOMED","1"
"","4082396","182895007","Drug declined by patient","Context-dependent","Standard","8,932","36,964","0","0","Observation","SNOMED","1"
"","4007959","122048000","Measurement of Mycoplasma pneumoniae antibody","Procedure","Standard","32,361","36,694","0","0","Measurement","SNOMED","1"
"","260630","186204008","Tuberculosis of lung, bacteriological and histological examination not done","Disorder","Standard","36,639","36,639","0","0","Condition","SNOMED","1"
"","45757356","118781000119108","Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy","Disorder","Standard","33,279","36,109","0","0","Condition","SNOMED","1"
"","44791025","24461000000105","Referral to pulmonary rehabilitation","Procedure","Standard","36,109","36,109","0","0","Observation","SNOMED","1"
"","44792130","335211000000105","Not suitable for choice and booking referral","Clinical Finding","Standard","36,024","36,024","0","0","Observation","SNOMED","1"
"","4055370","196137000","Lung disease with Sjögren's disease","Disorder","Standard","36,012","36,012","0","0","Condition","SNOMED","1"
"","4046889","134427001","Frail elderly assessment","Procedure","Standard","35,896","35,896","0","0","Procedure","SNOMED","1"
"","4141619","266350000","Pneumococcal lobar pneumonia","Disorder","Standard","35,871","35,871","0","0","Condition","SNOMED","2"
"","4194173","67599009","Pulmonary congestion","Disorder","Standard","35,633","35,841","0","0","Condition","SNOMED","1"
"","4117114","301001009","Right lower zone pneumonia","Disorder","Standard","35,196","35,196","0","0","Condition","SNOMED","1"
"","3003471","6913-8","Chlamydophila pneumoniae IgG Ab [Titer] in Serum by Immunofluorescence","Lab Test","Standard","34,814","34,814","0","0","Measurement","LOINC","1"
"","4036356","117725006","Detection of bacteria","Procedure","Standard","0","34,237","0","0","Measurement","SNOMED","1"
"","4199306","52698002","Transient hypertension","Disorder","Standard","33,971","33,971","0","0","Condition","SNOMED","1"
"","253121","186194007","Tuberculosis of lung, confirmed by culture only","Disorder","Standard","33,801","33,801","0","0","Condition","SNOMED","1"
"","4215807","71926009","Infective pneumonia acquired prenatally","Disorder","Standard","100","33,656","0","0","Condition","SNOMED","1"
"","3002303","6914-6","Chlamydophila pneumoniae IgM Ab [Titer] in Serum by Immunofluorescence","Lab Test","Standard","33,388","33,388","0","0","Measurement","LOINC","1"
"","4307032","390925005","Did not attend hypertension clinic","Clinical Finding","Standard","33,313","33,313","0","0","Observation","SNOMED","2"
"","4165149","273531005","Index of activities of daily living","Staging / Scales","Standard","33,155","33,155","0","0","Measurement","SNOMED","1"
"","4211347","413560001","Anticoagulation not indicated","Context-dependent","Standard","29,776","33,141","0","0","Observation","SNOMED","1"
"","44790299","196041000000105","Dipyridamole not indicated","Context-dependent","Standard","32,196","32,196","0","0","Observation","SNOMED","1"
"","44791117","25261000000107","Did not attend smoking cessation clinic","Clinical Finding","Standard","32,050","32,050","0","0","Observation","SNOMED","1"
"","3011363","24027-5","Streptococcus pneumoniae Ag [Presence] in Urine","Lab Test","Standard","31,979","31,979","0","0","Measurement","LOINC","1"
"","4142742","306207001","Referral to audiological service","Procedure","Standard","4,856","31,684","0","0","Observation","SNOMED","1"
"","44788999","199351000000104","Declined referral to physical exercise programme","Context-dependent","Standard","31,666","31,666","0","0","Observation","SNOMED","1"
"","4159562","273390007","Dallas pain questionnaire","Staging / Scales","Standard","31,657","31,657","0","0","Measurement","SNOMED","1"
"","4165295","273675001","Oswestry disability index","Staging / Scales","Standard","31,207","31,207","0","0","Measurement","SNOMED","1"
"","44812059","910481000000106","Referral to maternal fetal medicine service","Procedure","Standard","31,152","31,152","0","0","Observation","SNOMED","1"
"","4260756","412752009","Diabetic foot examination declined","Context-dependent","Standard","30,811","30,811","0","0","Observation","SNOMED","1"
"","44807217","805421000000105","Diabetes UK diabetes risk score","Staging / Scales","Standard","30,705","30,705","0","0","Measurement","SNOMED","1"
"","4239585","363989006","Ear, nose / throat observable","Observable Entity","Standard","0","30,693","0","0","Observation","SNOMED","1"
"","44788937","201751000000104","Did not attend retinal screening","Clinical Finding","Standard","30,367","30,367","0","0","Observation","SNOMED","1"
"","4157251","273362008","Child depression scale","Staging / Scales","Standard","30,112","30,312","0","0","Measurement","SNOMED","1"
"","4169340","273805000","Short-term memory test","Staging / Scales","Standard","29,997","29,997","0","0","Measurement","SNOMED","1"
"","4174309","276693005","Congenital bacterial pneumonia","Disorder","Standard","13,719","28,996","0","0","Condition","SNOMED","3"
"","4038245","162659009","Hypertension resolved","Clinical Finding","Standard","28,889","28,889","0","0","Observation","SNOMED","1"
"","438963","10301003","Tick-borne relapsing fever","Disorder","Standard","28,415","28,415","0","0","Condition","SNOMED","1"
"","253235","59475000","Pneumonia in pertussis","Disorder","Standard","28,158","28,158","0","0","Condition","SNOMED","3"
"","44802861","505401000000102","Preferred place of care - home","Clinical Finding","Standard","28,020","28,020","0","0","Observation","SNOMED","1"
"","2110426","61322","Craniectomy or craniotomy, decompressive, with or without duraplasty, for treatment of intracranial hypertension, without evacuation of associated intraparenchymal hematoma; without lobectomy","CPT4","Standard","27,823","27,823","0","0","Procedure","CPT4","1"
"","44804717","781471000000108","Over 75 health check invitation","Procedure","Standard","27,752","27,752","0","0","Observation","SNOMED","1"
"","4038238","162573006","Suspected lung cancer","Context-dependent","Standard","27,594","27,594","0","0","Observation","SNOMED","1"
"","4055369","196136009","Lung disease with polymyositis","Disorder","Standard","27,493","27,493","0","0","Condition","SNOMED","1"
"","4086753","243866007","Rheumatology disorder monitoring status","Clinical Finding","Standard","0","27,488","0","0","Observation","SNOMED","1"
"","37396228","715962007","Referral to sport and exercise medicine service","Procedure","Standard","27,437","27,437","0","0","Observation","SNOMED","1"
"","44793258","380201000000109","Referral to improving access to psychological therapies programme","Procedure","Standard","27,284","27,284","0","0","Observation","SNOMED","1"
"","316577","2935001","Poisoning by antiasthmatic","Disorder","Standard","26,748","26,748","0","0","Condition","SNOMED","2"
"","40483397","445427006","Seasonal asthma","Disorder","Standard","6,352","26,682","0","0","Condition","SNOMED","2"
"","44802716","504321000000104","Extended hours access enhanced services administration","Procedure","Standard","26,649","26,649","0","0","Observation","SNOMED","1"
"","44811073","882321000000105","Rheumatoid arthritis monitoring invitation","Procedure","Standard","945","26,481","0","0","Observation","SNOMED","1"
"","4015739","170612008","Increasing exercise wheeze","Clinical Finding","Standard","25,975","25,975","0","0","Observation","SNOMED","1"
"","44788997","199331000000106","Did not attend influenza vaccination appointment","Clinical Finding","Standard","25,101","25,537","0","0","Observation","SNOMED","1"
"","4015819","170633004","Asthma disturbs sleep weekly","Clinical Finding","Standard","25,225","25,225","0","0","Condition","SNOMED","1"
"","4307041","390950008","Removed from severe mental illness register","Clinical Finding","Standard","25,102","25,102","0","0","Observation","SNOMED","1"
"","4032877","23874000","Chronic amebiasis","Disorder","Standard","540","25,008","0","0","Condition","SNOMED","1"
"","46284426","945991000000100","Personal health management finding","Clinical Finding","Standard","24,958","24,958","0","0","Observation","SNOMED","1"
"","4161014","399423000","Date of admission","Observable Entity","Standard","24,937","24,937","0","0","Observation","SNOMED","1"
"","4181168","429739001","Patient declined transportation","Context-dependent","Standard","24,338","24,936","0","0","Observation","SNOMED","1"
"","4308374","390864007","Referral for exercise therapy","Procedure","Standard","24,774","24,874","0","0","Observation","SNOMED","1"
"","44792576","355381000000108","Date of next anticoagulant clinic appointment","Observable Entity","Standard","24,698","24,698","0","0","Observation","SNOMED","1"
"","44801806","520801000000100","Learning disability annual health check invitation","Procedure","Standard","10,481","24,671","0","0","Observation","SNOMED","1"
"","42537519","736952000","FRAX (fracture risk assessment tool) osteoporotic fracture probability assessment tool","Staging / Scales","Standard","24,289","24,289","0","0","Measurement","SNOMED","1"
"","44792623","361161000000105","Disease modifying antirheumatic drug monitoring enhanced services administration","Procedure","Standard","24,237","24,237","0","0","Observation","SNOMED","1"
"","4012971","165342003","Patient declined laboratory test","Context-dependent","Standard","931","24,034","0","0","Observation","SNOMED","1"
"","44812554","379411000000105","Brief intervention for excessive alcohol consumption declined","Context-dependent","Standard","23,943","23,943","0","0","Observation","SNOMED","1"
"","4195785","44313006","Right heart failure secondary to left heart failure","Disorder","Standard","23,733","23,733","0","0","Condition","SNOMED","1"
"","37397096","717130009","Breast Cancer Risk Assessment Tool","Staging / Scales","Standard","23,541","23,541","0","0","Measurement","SNOMED","1"
"","4017182","170634005","Asthma disturbs sleep frequently","Clinical Finding","Standard","23,119","23,119","0","0","Condition","SNOMED","1"
"","2108560","4051F","Referred for an arteriovenous (AV) fistula (ESRD, CKD)","CPT4","Standard","22,803","22,803","0","0","Observation","CPT4","1"
"","2101872","1002F","Anginal symptoms and level of activity assessed (NMA-No Measure Associated)","CPT4","Standard","22,732","22,732","0","0","Observation","CPT4","1"
"","4016926","170608002","Initial respiratory assessment","Procedure","Standard","22,633","22,633","0","0","Observation","SNOMED","1"
"","4031134","109372009","Benign neoplasm of mesothelial tissue of pleura","Disorder","Standard","22,258","22,258","0","0","Condition","SNOMED","1"
"","4270431","364554009","Wound observable","Observable Entity","Standard","0","22,190","0","0","Observation","SNOMED","1"
"","46273453","124911000119100","Stevens Johnson syndrome AND toxic epidermal necrolysis overlap","Disorder","Standard","22,031","22,131","0","0","Condition","SNOMED","2"
"","4085017","183856001","Referral to hypertension clinic","Procedure","Standard","22,131","22,131","0","0","Observation","SNOMED","1"
"","45766893","704154001","Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly score","Staging / Scales","Standard","22,118","22,118","0","0","Measurement","SNOMED","1"
"","46272930","711382009","Unable to perform spirometry","Clinical Finding","Standard","22,007","22,007","0","0","Observation","SNOMED","1"
"","4193020","390923003","Did not attend cardiac clinic","Clinical Finding","Standard","21,945","21,945","0","0","Observation","SNOMED","1"
"","4338094","87500009","Hilar lymphadenopathy","Disorder","Standard","20,460","21,895","0","0","Condition","SNOMED","1"
"","46269701","106001000119101","Chronic obstructive lung disease co-occurrent with acute bronchitis","Disorder","Standard","21,714","21,714","0","0","Condition","SNOMED","2"
"","4220774","417239007","Number of minutes","Observable Entity","Standard","21,672","21,672","0","0","Observation","SNOMED","1"
"","36203923","85992-6","Streptococcus pneumoniae Danish serotype 14 IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","21,314","21,314","0","0","Measurement","LOINC","1"
"","4311555","8549006","Desquamative interstitial pneumonia","Disorder","Standard","21,012","21,012","0","0","Condition","SNOMED","2"
"","4167742","273366006","Clinical anxiety scale","Staging / Scales","Standard","20,853","20,853","0","0","Measurement","SNOMED","1"
"","602739","11281000175101","Platelet aggregation inhibitor therapy declined","Context-dependent","Standard","0","20,684","0","0","Observation","SNOMED","1"
"","36204091","86061-9","Streptococcus pneumoniae Danish serotype 23F IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","20,674","20,674","0","0","Measurement","LOINC","1"
"","42536991","736081002","Referral for complex wound care","Procedure","Standard","20,582","20,582","0","0","Observation","SNOMED","1"
"","44804336","711411000000101","Atrial fibrillation monitoring invitation","Procedure","Standard","0","20,402","0","0","Observation","SNOMED","1"
"","4215814","416974006","Referred for exercise program","Clinical Finding","Standard","20,337","20,337","0","0","Observation","SNOMED","1"
"","4123253","233683003","Hay fever with asthma","Disorder","Standard","20,330","20,330","0","0","Condition","SNOMED","1"
"","4047212","135831005","Cardiovascular Limitations and Symptoms Profile angina score","Staging / Scales","Standard","20,258","20,258","0","0","Measurement","SNOMED","1"
"","441768","218249005","Disorder due to and following accidental poisoning","Disorder","Standard","20,210","20,210","0","0","Condition","SNOMED","1"
"","44788282","166291000000108","Depression enhanced services administration","Procedure","Standard","20,125","20,125","0","0","Observation","SNOMED","1"
"","44813154","758661000000102","NHS Health Check declined","Context-dependent","Standard","20,053","20,053","0","0","Observation","SNOMED","1"
"","44791067","247951000000102","Requires a pneumococcal vaccination","Clinical Finding","Standard","19,952","19,952","0","0","Observation","SNOMED","1"
"","36204111","86081-7","Streptococcus pneumoniae Danish serotype 3 IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","19,866","19,866","0","0","Measurement","LOINC","1"
"","4046985","135833008","CLASP shortness of breath score","Staging / Scales","Standard","19,789","19,789","0","0","Measurement","SNOMED","1"
"","36203822","85955-3","Streptococcus pneumoniae Danish serotype 1 IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","19,686","19,686","0","0","Measurement","LOINC","1"
"","44810931","871661000000106","Referral to smoking cessation service","Procedure","Standard","19,561","19,561","0","0","Observation","SNOMED","1"
"","2108512","39599","Unlisted procedure, diaphragm","CPT4","Standard","19,561","19,561","0","0","Procedure","CPT4","1"
"","36204002","86021-3","Streptococcus pneumoniae Danish serotype 19F IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","19,516","19,516","0","0","Measurement","LOINC","1"
"","4252219","408336008","Did not attend physiotherapy appointment","Clinical Finding","Standard","19,465","19,465","0","0","Observation","SNOMED","1"
"","44788817","198871000000105","Referral to minor ailment scheme","Procedure","Standard","19,311","19,311","0","0","Observation","SNOMED","1"
"","4047990","135832003","Cardiovascular Limitations and Symptoms Profile ankle swelling score","Staging / Scales","Standard","19,309","19,309","0","0","Measurement","SNOMED","1"
"","4155466","370212000","Number of times bronchodilator used in 24 hours","Clinical Finding","Standard","19,224","19,224","0","0","Observation","SNOMED","1"
"","36204188","86108-8","Streptococcus pneumoniae Danish serotype 4 IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","19,112","19,112","0","0","Measurement","LOINC","1"
"","256018","186195008","Tuberculosis of lung, confirmed histologically","Disorder","Standard","19,031","19,031","0","0","Condition","SNOMED","1"
"","36204370","86166-6","Streptococcus pneumoniae Danish serotype 9N IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","18,830","18,830","0","0","Measurement","LOINC","1"
"","435437","219187002","Assault by poisoning by drugs or medicines","Event","Standard","18,763","18,763","0","0","Observation","SNOMED","1"
"","44802475","527171000000103","Patient has a written asthma personal action plan","Clinical Finding","Standard","18,751","18,751","0","0","Observation","SNOMED","1"
"","36204352","86148-4","Streptococcus pneumoniae Danish serotype 8 IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","18,700","18,700","0","0","Measurement","LOINC","1"
"","4047841","135880000","On national service framework mental health register","Clinical Finding","Standard","18,594","18,594","0","0","Observation","SNOMED","1"
"","4077072","275914007","Chronic respiratory disease monitoring","Procedure","Standard","18,473","18,473","0","0","Observation","SNOMED","1"
"","4141709","306229002","Referral for domiciliary visit","Procedure","Standard","0","18,306","0","0","Observation","SNOMED","1"
"","44790887","248161000000101","Referral for diabetic retinopathy screening","Procedure","Standard","18,188","18,188","0","0","Observation","SNOMED","1"
"","3004575","6912-0","Chlamydophila pneumoniae IgA Ab [Titer] in Serum by Immunofluorescence","Lab Test","Standard","18,051","18,051","0","0","Measurement","LOINC","1"
"","36203909","85974-4","Streptococcus pneumoniae Danish serotype 12F IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","18,014","18,014","0","0","Measurement","LOINC","1"
"","4195014","44274007","Lymphoid interstitial pneumonia","Disorder","Standard","17,983","17,983","0","0","Condition","SNOMED","2"
"","4087072","243875009","Menopause monitoring status","Clinical Finding","Standard","443","17,638","0","0","Observation","SNOMED","1"
"","4047087","134398004","Warfarin declined","Context-dependent","Standard","17,446","17,446","0","0","Observation","SNOMED","1"
"","44782989","699014000","Recurrent pneumonia","Disorder","Standard","13,381","17,386","0","0","Condition","SNOMED","3"
"","40491473","448739000","Recurrent lower respiratory tract infection","Disorder","Standard","17,036","17,336","0","0","Condition","SNOMED","2"
"","42539783","746221008","Referral to hand therapy service","Procedure","Standard","17,115","17,115","0","0","Observation","SNOMED","1"
"","35621981","763284001","Clinical trial declined","Context-dependent","Standard","17,087","17,087","0","0","Observation","SNOMED","1"
"","44791119","25121000000108","Referral to intermediate care","Procedure","Standard","8,387","16,810","0","0","Observation","SNOMED","1"
"","45766769","704008007","No family history of asthma","Context-dependent","Standard","16,787","16,787","0","0","Observation","SNOMED","1"
"","4159755","371125006","Labile essential hypertension","Disorder","Standard","16,401","16,401","0","0","Condition","SNOMED","1"
"","4264547","364387009","Endocrine observable","Observable Entity","Standard","0","16,387","0","0","Observation","SNOMED","1"
"","46273366","712724008","Vanderbilt Assessment Scale","Staging / Scales","Standard","16,271","16,271","0","0","Measurement","SNOMED","1"
"","4048099","135891007","Child in need","Clinical Finding","Standard","16,216","16,216","0","0","Observation","SNOMED","1"
"","4155467","370213005","Number of times bronchodilator used in one week","Clinical Finding","Standard","16,187","16,187","0","0","Observation","SNOMED","1"
"","44787909","113111000000104","Referral to walk in centre","Procedure","Standard","15,391","16,160","0","0","Observation","SNOMED","1"
"","2108871","4320F","Patient counseled regarding psychosocial and pharmacologic treatment options for alcohol dependence (SUD)","CPT4","Standard","16,137","16,137","0","0","Observation","CPT4","1"
"","4238455","364110006","Oral cavity, dental / salivary observable","Observable Entity","Standard","0","15,950","0","0","Observation","SNOMED","1"
"","3041754","40926-8","Streptococcus pneumoniae Danish serotype 9V IgG Ab [Mass/volume] in Serum by Immunoassay","Lab Test","Standard","15,942","15,942","0","0","Measurement","LOINC","1"
"","4207479","312454005","Asthma - currently dormant","Clinical Finding","Standard","15,847","15,847","0","0","Condition","SNOMED","1"
"","44790961","248831000000104","Did not attend general practitioner chronic disease monitoring clinic","Clinical Finding","Standard","15,828","15,828","0","0","Observation","SNOMED","1"
"","4110182","196052005","Acute drug-induced interstitial lung disorder","Disorder","Standard","15,642","15,642","0","0","Condition","SNOMED","3"
"","2108850","4306F","Patient counseled regarding psychosocial and pharmacologic treatment options for opioid addiction (SUD)","CPT4","Standard","15,628","15,628","0","0","Observation","CPT4","1"
"","4241693","58524006","Acute pulmonary histoplasmosis","Disorder","Standard","15,432","15,432","0","0","Condition","SNOMED","1"
"","4108213","194791005","Hypertension secondary to drug","Disorder","Standard","4,263","15,206","0","0","Condition","SNOMED","1"
"","36204022","86045-2","Streptococcus pneumoniae Danish serotype 20A IgG Ab [Mass/volume] in Serum","Lab Test","Standard","15,180","15,180","0","0","Measurement","LOINC","1"
"","4204650","308429009","Hypertension screening status","Clinical Finding","Standard","14,863","15,166","0","0","Observation","SNOMED","1"
"","254561","38976008","Pneumonic plague","Disorder","Standard","10,049","15,144","0","0","Condition","SNOMED","1"
"","4217689","415572005","Spirometry test declined","Context-dependent","Standard","14,918","14,918","0","0","Observation","SNOMED","1"
"","4206849","440621003","Referral declined by patient","Context-dependent","Standard","0","14,854","0","0","Observation","SNOMED","1"
"","4031959","238159008","Desaturation of blood","Disorder","Standard","14,850","14,850","0","0","Condition","SNOMED","1"
"","4235404","408509005","Referred for wheelchair assessment","Clinical Finding","Standard","14,848","14,848","0","0","Observation","SNOMED","1"
"","44811138","872691000000105","SPARRA (Scottish patients at risk of readmission and admission) algorithm","Staging / Scales","Standard","14,788","14,788","0","0","Measurement","SNOMED","1"
"","4187772","413559006","Anticoagulation declined","Context-dependent","Standard","13,082","14,751","0","0","Observation","SNOMED","1"
"","40485383","442864001","Date of discharge","Observable Entity","Standard","14,687","14,687","0","0","Observation","SNOMED","1"
"","44804877","770231000000109","General practice physical activity questionnaire","Staging / Scales","Standard","14,639","14,639","0","0","Measurement","SNOMED","1"
"","4102253","301003007","Right middle zone pneumonia","Disorder","Standard","14,628","14,628","0","0","Condition","SNOMED","2"
"","36713656","718581005","Wong-Baker FACES pain assessment scale","Staging / Scales","Standard","14,490","14,490","0","0","Measurement","SNOMED","1"
"","4045494","122110008","Measurement of Streptococcus pneumoniae Danish serotype 23F antibody","Procedure","Standard","1,569","14,354","0","0","Measurement","SNOMED","1"
"","45767102","704408003","Invitation for diabetes screening","Procedure","Standard","9,977","14,331","0","0","Observation","SNOMED","1"
"","44793375","376591000000106","Peripheral vascular disease monitoring invitation","Procedure","Standard","2,782","14,235","0","0","Observation","SNOMED","1"
"","46274046","10625831000119107","Chemical pneumonitis caused by anesthesia","Disorder","Standard","14,233","14,233","0","0","Condition","SNOMED","1"
"","36203990","86009-8","Streptococcus pneumoniae Danish serotype 17F IgG Ab [Mass/volume] in Serum","Lab Test","Standard","14,098","14,098","0","0","Measurement","LOINC","1"
"","4157264","273412002","Diabetes treatment satisfaction questionnaire","Staging / Scales","Standard","14,011","14,011","0","0","Measurement","SNOMED","1"
"","40664791","G8904","I intend to report the hypertension (htn) measures group (Deprecated)","HCPCS","Standard","13,984","13,984","0","0","Observation","HCPCS","1"
"","37017073","713262003","Mini-Cog","Staging / Scales","Standard","13,902","13,902","0","0","Measurement","SNOMED","1"
"","37017174","713400007","Referral to medical rapid response team","Procedure","Standard","12,767","13,743","0","0","Observation","SNOMED","1"
"","4236311","407671000","Bilateral pneumonia","Disorder","Standard","12,921","13,731","0","0","Condition","SNOMED","2"
"","4084958","240658000","Chronic Chagas' disease","Disorder","Standard","100","13,716","0","0","Condition","SNOMED","1"
"","36204016","86039-5","Streptococcus pneumoniae Danish serotype 2 IgG Ab [Mass/volume] in Serum","Lab Test","Standard","13,501","13,501","0","0","Measurement","LOINC","1"
"","4168694","274710003","Lung field abnormal","Clinical Finding","Standard","13,394","13,394","0","0","Condition","SNOMED","1"
"","3031478","34645-2","Chlamydophila pneumoniae DNA [Presence] in Specimen by NAA with probe detection","Lab Test","Standard","13,366","13,366","0","0","Measurement","LOINC","1"
"","2106908","32998","Ablation therapy for reduction or eradication of 1 or more pulmonary tumor(s) including pleura or chest wall when involved by tumor extension, percutaneous, including imaging guidance when performed, unilateral; radiofrequency","CPT4","Standard","13,334","13,334","0","0","Procedure","CPT4","1"
"","44802362","526151000000109","Referral to exercise on referral programme","Procedure","Standard","13,276","13,276","0","0","Observation","SNOMED","1"
"","37016927","713084008","Pneumonia caused by Human coronavirus","Disorder","Standard","100","13,060","0","0","Condition","SNOMED","1"
"","40479642","441590008","Pneumonia due to Severe acute respiratory syndrome coronavirus","Disorder","Standard","12,960","12,960","0","0","Condition","SNOMED","3"
"","4201628","315020006","Beta blocker therapy declined","Context-dependent","Standard","12,756","12,956","0","0","Observation","SNOMED","1"
"","44790287","201741000000102","Did not attend child immunisation","Clinical Finding","Standard","11,864","12,896","0","0","Observation","SNOMED","1"
"","36204029","86052-8","Streptococcus pneumoniae Danish serotype 22F IgG Ab [Mass/volume] in Serum","Lab Test","Standard","12,833","12,833","0","0","Measurement","LOINC","1"
"","44788295","166401000000102","Specialised sexual health enhanced services administration","Procedure","Standard","12,737","12,737","0","0","Observation","SNOMED","1"
"","44791262","276221000000100","Referred for health coaching","Clinical Finding","Standard","12,712","12,712","0","0","Observation","SNOMED","1"
"","4178538","297241004","Family history of chronic obstructive lung disease","Context-dependent","Standard","3,870","12,666","0","0","Observation","SNOMED","1"
"","44810699","888881000000100","Initial memory assessment declined","Context-dependent","Standard","12,604","12,604","0","0","Observation","SNOMED","1"
"","4211506","413739009","Cancer monitoring invitation","Procedure","Standard","0","12,578","0","0","Observation","SNOMED","1"
"","4046658","134397009","Angiotensin converting enzyme inhibitor declined","Context-dependent","Standard","12,578","12,578","0","0","Observation","SNOMED","1"
"","44806161","820371000000103","Referral to community treatment room","Procedure","Standard","12,566","12,566","0","0","Observation","SNOMED","1"
"","4127745","306237005","Referral to palliative care service","Procedure","Standard","12,468","12,468","0","0","Observation","SNOMED","1"
"","46270573","641000119106","Intermittent asthma well controlled","Clinical Finding","Standard","12,236","12,236","0","0","Condition","SNOMED","1"
"","44804341","711461000000104","Heart failure monitoring invitation","Procedure","Standard","0","12,232","0","0","Observation","SNOMED","1"
"","3038232","40969-8","Streptococcus pneumoniae Danish serotype 33F IgG Ab [Mass/volume] in Serum","Lab Test","Standard","12,152","12,152","0","0","Measurement","LOINC","1"
"","3042065","40973-0","Streptococcus pneumoniae Danish serotype 15B IgG Ab [Mass/volume] in Serum","Lab Test","Standard","12,147","12,147","0","0","Measurement","LOINC","1"
"","4214930","417577000","Refer to early pregnancy unit","Procedure","Standard","12,076","12,076","0","0","Observation","SNOMED","1"
