"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"1954","EM VV Dialysis for CKD LLM output with descendants","21128409","OMOP331012","900 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","21138291","OMOP331014","900 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","36897090","OMOP1002558","906 ML Sodium Chloride 9 MG/ML Injectable Solution","Quant Clinical Drug","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35789569","OMOP2791030","906 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","35789570","OMOP2791031","906 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43723528","OMOP867784","906 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 4","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43813596","OMOP867785","906 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 4 by Baxter","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43615603","OMOP867786","906 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43669837","OMOP867787","906 ML Sodium Chloride 9 MG/ML Injectable Solution Box of 5 by Baxter","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","43633785","OMOP867782","906 ML Sodium Chloride 9 MG/ML Injectable Solution by Baxter","Marketed Product","Drug","RxNorm Extension"
"1954","EM VV Dialysis for CKD LLM output with descendants","37017448","713724000","Abdominal hernia as complication of peritoneal dialysis","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3293579","713724000","Abdominal hernia as complication of peritoneal dialysis","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","42791662","HGPC005","Ablation of a peritoneal dialysis catheter, by laparoscopy","Procedure","Procedure","CCAM"
"1954","EM VV Dialysis for CKD LLM output with descendants","1989079","99717-1","Access pressure Renal replacement therapy circuit","Clinical Observation","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","2614980","A4708","Acetate concentrate solution, for hemodialysis, per gallon","HCPCS","Device","HCPCS"
"1954","EM VV Dialysis for CKD LLM output with descendants","40537079","358263002","Acetate containing continuous hemodialysis solution","Pharma/Biol Product","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4229318","358355001","Acetate free continuous hemodialysis solution","Pharma/Biol Product","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4229313","358250008","Acetate hemodialysis dry concentrate","Pharma/Biol Product","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4233996","358246001","Acetate hemodialysis liquid concentrate","Pharma/Biol Product","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","1116672","819430601","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","9-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1116544","81943060101","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1117239","d12c14a2-106e-638d-e053-2995a90a7cb1","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","1116541","81943060104","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","630425","81943060204","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","630283","819430602","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","9-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","630285","819430604","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","9-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","630286","819430605","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","9-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1117238","d12c309a-3155-f30a-e053-2995a90aa1f4","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","630284","819430603","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","9-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1117246","d12af4d5-a7f5-822d-e053-2a95a90a8bb8","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","1116543","81943060102","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","630427","81943060501","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","630381","81943060402","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","630318","81943060303","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1116542","81943060103","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","11-digit NDC","Drug","NDC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1117235","d12c9b99-f95e-8454-e053-2995a90aaee7","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36317511","ee8083aa-8c25-73d6-e053-2a95a90af987","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-100]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","629608","ecf00098-1b14-947a-e053-2a95a90abbf3","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-100]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","629607","ecf00098-1b13-947a-e053-2a95a90abbf3","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-120]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36317513","ee80853a-b257-777f-e053-2a95a90ad7e6","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-120]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","629606","ecef90da-593b-82c0-e053-2a95a90adc40","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-200]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36317510","ee806c72-c90d-b375-e053-2a95a90a50bc","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-200]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36317509","ee8063fb-842a-5c67-e053-2a95a90a318c","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-220]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","629603","ecef6a78-15bf-895f-e053-2a95a90a3487","acid concentrate for hemodialysis .671g/100mL HEMODIALYSIS SOLUTION, CONCENTRATE [aquacid-220]","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","2614981","A4709","Acid concentrate, solution, for hemodialysis, per gallon","HCPCS","Device","HCPCS"
"1954","EM VV Dialysis for CKD LLM output with descendants","4229312","358244003","Acid hemodialysis liquid concentrate","Pharma/Biol Product","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4230849","358247005","Acidic bicarbonate hemodialysis dry concentrate","Pharma/Biol Product","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4044035","129216006","Acquired arteriovenous aneurysm","Morph Abnormality","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4043693","129214009","Acquired arteriovenous fistula","Morph Abnormality","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3475792","129214009","Acquired arteriovenous fistula","Morph Abnormality","Observation","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3389329","11011871000119101","Acquired arteriovenous fistula","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","36712772","11011871000119101","Acquired arteriovenous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","43020440","186971000119106","Acquired arteriovenous fistula aneurysm","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3270352","186971000119106","Acquired arteriovenous fistula aneurysm","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","37209531","16476641000119100","Acquired arteriovenous fistula of dura of cerebrum","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","45955470","150112","Acquired Arteriovenous Fistula of Heart","Diagnosis","Condition","CIEL"
"1954","EM VV Dialysis for CKD LLM output with descendants","4327930","75473000","Acquired arteriovenous fistula of heart","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3232177","75473000","Acquired arteriovenous fistula of heart","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","45933762","150111","Acquired Arteriovenous Fistula of Liver","Diagnosis","Condition","CIEL"
"1954","EM VV Dialysis for CKD LLM output with descendants","3169590","70668000","Acquired arteriovenous fistula of liver","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","196438","70668000","Acquired arteriovenous fistula of liver","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3474235","129216006","Acquired arteriovenous fistula with aneurysm","Morph Abnormality","Observation","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","40259364","175785006","Acquired arteriovenous fistula: [repair] or [ligation]","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3115818","175785006","Acquired arteriovenous fistula: [repair] or [ligation]","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","43531619","126011000119107","Acquired caroticocavernous sinus fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","42535107","15988391000119106","Acquired left carotid cavernous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4107198","282348002","Acquired renal arteriovenous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3289117","282348002","Acquired renal arteriovenous fistula","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","42535106","15988351000119101","Acquired right carotid cavernous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","2614974","A4680","Activated carbon filter for hemodialysis, each","HCPCS","Device","HCPCS"
"1954","EM VV Dialysis for CKD LLM output with descendants","3527238","320751000000109","Active cooling of patient using peritoneal dialysis fluid","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4196614","433810007","Active cooling of subject using peritoneal dialysis fluid","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3333264","433810007","Active cooling of subject using peritoneal dialysis fluid","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3527336","325411000000106","Active warming of patient using peritoneal dialysis fluid","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4200470","433635004","Active warming of subject using hemodialysis circuit","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4161526","433693008","Active warming of subject using peritoneal dialysis fluid","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3283493","433693008","Active warming of subject using peritoneal dialysis fluid","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4126124","236538004","Acute disorder of hemodialysis","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","42793321","04.05.08.05","Adaptation of arteriovenous vascular access","Proc Hierarchy","Procedure","CCAM"
"1954","EM VV Dialysis for CKD LLM output with descendants","40762116","59023-2","Adenosine deaminase [Enzymatic activity/volume] in Peritoneal dialysis fluid","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","4092504","251869004","Adequacy of hemodialysis","Clinical Finding","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3315072","251867002","Adequacy of peritoneal dialysis","Observable Entity","Observation","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4092503","251867002","Adequacy of peritoneal dialysis","Observable Entity","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4052401","233488000","Adjustment of arteriovenous fistula stent","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3233924","233488000","Adjustment of arteriovenous fistula stent","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3249631","238315007","Adjustment of chronic ambulatory peritoneal dialysis catheter","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4031314","238315007","Adjustment of chronic ambulatory peritoneal dialysis catheter","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3365046","233487005","Adjustment of intraluminal device of arteriovenous fistula","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4051181","233487005","Adjustment of intraluminal device of arteriovenous fistula","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3140603","261000124105","Adjustment of prescription for hemodialysis","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3521835","261000124105","Adjustment of prescription for hemodialysis","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","2616966","E1530","Air bubble detector for hemodialysis, each, replacement","HCPCS","Device","HCPCS"
"1954","EM VV Dialysis for CKD LLM output with descendants","3041198","40599-3","Albumin [Mass/volume] in Peritoneal dialysis fluid","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3016915","23806-3","Albumin [Mass/volume] in Peritoneal fluid --2 hours post peritoneal dialysis","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3008335","23807-1","Albumin [Mass/volume] in Peritoneal fluid --4 hours post peritoneal dialysis","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3018721","21058-3","Albumin [Mass/volume] in Serum or Plasma --2 hours post peritoneal dialysis","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1023079","LP307330-3","Albumin^2H post peritoneal dialysis","LOINC Component","Observation","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","1023080","LP307331-1","Albumin^4H post peritoneal dialysis","LOINC Component","Observation","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3173656","326370009","Amino acids peritoneal dialysis solution","Pharma/Biol Product","Drug","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4210343","326370009","Amino acids peritoneal dialysis solution","Pharma/Biol Product","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","40762132","59039-8","Amylase [Enzymatic activity/volume] in Peritoneal dialysis fluid","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","36303626","88710-9","Amylase.pancreatic [Enzymatic activity/volume] in Peritoneal dialysis fluid","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3265323","78664004","Anaesthesia for arteriovenous fistula of veins of knee and popliteal area","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3402448","88197009","Anaesthesia for repair of arteriovenous fistula","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3562090","3315901000001100","Andy PLUS 2 1.5% glucose peritoneal dialysis solution","Context-dependent","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3562088","3315101000001103","Andy PLUS 3 4.25% glucose peritoneal dialysis solution","Context-dependent","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3562082","3313801000001107","Andy PLUS 4 2.3% glucose peritoneal dialysis solution","Context-dependent","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","4301365","78664004","Anesthesia for arteriovenous fistula of veins of knee and popliteal area","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","2101667","01432","Anesthesia for procedures on veins of knee and popliteal area; arteriovenous fistula","CPT4","Procedure","CPT4"
"1954","EM VV Dialysis for CKD LLM output with descendants","4339209","88197009","Anesthesia for repair of arteriovenous fistula","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3545838","856231000000108","Aneurysm of anastomotic site of dialysis arteriovenous fistula","Undefined","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","44807877","846801000000104","Aneurysm of anastomotic site of dialysis arteriovenous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","44807874","846731000000104","Aneurysm of dialysis arteriovenous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3545836","856211000000100","Aneurysm of dialysis arteriovenous fistula","Undefined","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3545995","863341000000109","Aneurysm of dialysis vascular access","Undefined","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","44811116","863331000000100","Aneurysm of dialysis vascular access","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3545837","856221000000106","Aneurysm of needle site of dialysis arteriovenous fistula","Undefined","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","44807875","846761000000109","Aneurysm of needle site of dialysis arteriovenous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","44807870","846671000000106","Aneurysm of superficialised artery of dialysis arteriovenous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3545835","856201000000102","Aneurysm of superficialised artery of dialysis arteriovenous fistula","Undefined","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","37688929","10064762","Aneurysmal arteriovenous fistula","LLT","Condition","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","42788411","EZQH003","Angiography of an arteriovenous vascular access of a limb, by transcutaneous intravascular injection","Procedure","Procedure","CCAM"
"1954","EM VV Dialysis for CKD LLM output with descendants","42789420","EZQH002","Angiography of an arteriovenous vascular access of a limb, by transcutaneous vascular route","Procedure","Procedure","CCAM"
"1954","EM VV Dialysis for CKD LLM output with descendants","42786362","EKQH002","Angiography of an arteriovenous vascular access of the upper limb with exploration of the proximal deep venous trunks and the superior vena cava, by transcutaneous intravascular injection","Procedure","Procedure","CCAM"
"1954","EM VV Dialysis for CKD LLM output with descendants","4051176","233476002","Angioplasty of arteriovenous fistula","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3366868","709862009","Angioplasty of arteriovenous fistula using fluoroscopic guidance","Procedure","Procedure","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","40760944","57835-1","Appearance of Dialysis fluid","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3041209","40606-6","Appearance of Peritoneal dialysis fluid","Lab Test","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","36111818","c3c087ef-0efd-2ef8-e053-2995a90af189","AQUACID-100 - acid concentrate for hemodialysis solution, concentrate","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36111819","c3c1da3a-abad-383c-e053-2a95a90a1a4f","AQUACID-120 - acid concentrate for hemodialysis solution, concentrate","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36111823","c3cd1703-ced5-114a-e053-2995a90a4db3","AQUACID-200 - acid concentrate for hemodialysis solution, concentrate","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36111824","c3cd4727-501e-610f-e053-2995a90a9982","AQUACID-220 - acid concentrate for hemodialysis solution, concentrate","OTC Drug","Drug","SPL"
"1954","EM VV Dialysis for CKD LLM output with descendants","1988936","99734-6","Arterial lumen volume Dialysis catheter","Clinical Observation","Measurement","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","4085920","243778000","Arterial port blood sampling during hemodialysis","Procedure","Procedure","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","45889279","1006752","Arteriovenous anastomosis, open","CPT4 Hierarchy","Procedure","CPT4"
"1954","EM VV Dialysis for CKD LLM output with descendants","42785493","EZCA003","Arteriovenous bypass for vascular access, by direct approach","Procedure","Procedure","CCAM"
"1954","EM VV Dialysis for CKD LLM output with descendants","4340874","N0000000475","Arteriovenous Fistula","Ind / CI","Drug","NDFRT"
"1954","EM VV Dialysis for CKD LLM output with descendants","45953398","123310","Arteriovenous Fistula","Diagnosis","Condition","CIEL"
"1954","EM VV Dialysis for CKD LLM output with descendants","37622512","10003226","Arteriovenous fistula","PT","Condition","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","4029967","128617001","Arteriovenous fistula","Morph Abnormality","Observation","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3309139","439470001","Arteriovenous fistula","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3469268","128617001","Arteriovenous fistula","Morph Abnormality","Observation","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4234480","439470001","Arteriovenous fistula","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","45885305","LA17810-5","Arteriovenous fistula (AVF)","Answer","Meas Value","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","36211510","10066916","Arteriovenous fistula aneurysm","PT","Condition","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","4116326","302946006","Arteriovenous fistula aneurysm","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3286530","302946006","Arteriovenous fistula aneurysm","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","45885129","LA18897-1","Arteriovenous fistula combined with a catheter","Answer","Meas Value","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","45878108","LA18896-3","Arteriovenous fistula combined with an AV graft","Answer","Meas Value","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3463752","462716007","Arteriovenous fistula coupler","Physical Object","Device","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","45758164","462716007","Arteriovenous fistula coupler","Physical Object","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","37588801","10003188","Arteriovenous fistula creation","LLT","Procedure","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","3473379","724419006","Arteriovenous fistula endovascular stent-graft","Physical Object","Device","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","37110233","724419006","Arteriovenous fistula endovascular stent-graft","Physical Object","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","37588802","10003189","Arteriovenous fistula excision","LLT","Procedure","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","37110702","725018000","Arteriovenous fistula extraluminal mesh-sleeve","Physical Object","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3438476","725018000","Arteriovenous fistula extraluminal mesh-sleeve","Physical Object","Device","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","3418536","234207004","Arteriovenous fistula haemorrhage","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4125012","234207004","Arteriovenous fistula hemorrhage","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","36149147","10051596","Arteriovenous fistula infection","LLT","Condition","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","3219624","234206008","Arteriovenous fistula infection","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4120944","234206008","Arteriovenous fistula infection","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","3458643","463089007","Arteriovenous fistula kit","Physical Object","Device","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","45772358","463089007","Arteriovenous fistula kit","Physical Object","Device","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","37588810","10065445","Arteriovenous fistula ligation","LLT","Procedure","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","46276652","10076693","Arteriovenous fistula maturation failure","PT","Condition","MedDRA"
"1954","EM VV Dialysis for CKD LLM output with descendants","1009968","LP135390-5","Arteriovenous fistula maturity","LOINC Component","Observation","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","40771036","68449-8","Arteriovenous fistula maturity","Survey","Observation","LOINC"
"1954","EM VV Dialysis for CKD LLM output with descendants","3371335","234202005","Arteriovenous fistula occlusion","Clinical Finding","Condition","Nebraska Lexicon"
"1954","EM VV Dialysis for CKD LLM output with descendants","4120282","234202005","Arteriovenous fistula occlusion","Clinical Finding","Condition","SNOMED"
"1954","EM VV Dialysis for CKD LLM output with descendants","45948581","152671","Arteriovenous Fistula Occlusion","Diagnosis","Condition","CIEL"
"1954","EM VV Dialysis for CKD LLM output with descendants","36211511","10058562","Arteriovenous fistula occlusion","PT","Condition","MedDRA"
